trajectory_id,time,x,y,vx,vy,speed
1,0.0,0.4951404428154564,-0.14800172955075658,-0.0007992908039429501,-0.02079035955635741,0.020805718355103475
1,0.02,0.4951089537692637,-0.1461802860985953,-0.03130201899998399,0.11839652665685726,0.12246450064358762
1,0.04,0.4931920264507273,-0.1436510407334723,-0.14241760606737267,0.08311921426562932,0.1648986910138978
1,0.06,0.4902655949855533,-0.14161982640788393,-0.13808714005227382,0.12048082118438191,0.18325852373376605
1,0.08,0.48597675967345455,-0.13884872081961813,-0.23322777960839516,0.10707870253734397,0.25663406967537095
1,0.1,0.48183486304692835,-0.13541642316836086,-0.19724886452192325,0.20371424740043734,0.2835605916715414
1,0.12,0.47692215614590044,-0.13107855942322635,-0.2530191183840958,0.23024051210676444,0.3420955534394597
1,0.14,0.4716371826135882,-0.12652135064615688,-0.2991012786404506,0.2509224433632064,0.3904147121558228
1,0.16,0.4658101398032715,-0.11942369494478798,-0.2890351184573085,0.4905055358107138,0.5693302910987486
1,0.18,0.46062257774795967,-0.11081861505447149,-0.2797719235909313,0.3768645148020271,0.46936040709324556
1,0.2,0.4543117565731838,-0.10375494085979077,-0.22409098613266323,0.31942821489637113,0.390193739747054
1,0.22,0.4492669807891345,-0.09802235617773344,-0.28607361490142696,0.2977158073691941,0.4128835369692778
1,0.24,0.4438967714598251,-0.09339902327905861,-0.27719500644260026,0.23259828568669813,0.36185499043277547
1,0.26,0.43815042439156976,-0.08984204079791022,-0.2273405239332377,0.14965914589062507,0.27217930445011873
1,0.28,0.4348951837651051,-0.0872089800421225,-0.17137722681101547,0.11086355379901472,0.20410997386306548
1,0.3,0.42970366755515854,-0.08500428634774702,-0.270838162331575,0.18723894681508021,0.32925937098215596
1,0.32,0.42218553721874114,-0.08065414031100802,-0.43397029425964667,0.17478893704841378,0.4678476128124613
1,0.34,0.4128194622318009,-0.07762875518826708,-0.49765420039397373,0.14353972674164206,0.5179414603242636
1,0.36,0.4015821129902855,-0.07546335499748884,-0.6234924998461432,0.015651676898370305,0.6236889227444431
