trajectory_id,time,x,y,vx,vy,speed
1,0.0,0.3500715394400749,0.4711640980080106,0.06489422411213143,0.41798192487465574,0.4229895386945614
1,0.02,0.35197016635794004,0.4783726280847849,0.1594830105337917,0.38221190912050784,0.4141506659688776
1,0.04,0.3566140513252693,0.4859358036282642,0.25835439142510713,0.3981062255911353,0.4745898844508355
1,0.06,0.3606370079740867,0.493151415591895,0.1417239746701536,0.36603390359038496,0.3925130616602734
1,0.08,0.36211524258694033,0.5003089050246748,0.04469801772418946,0.3996655949194415,0.40215730821506035
1,0.1,0.36384625515298447,0.5084634356273451,0.11346211940491732,0.4565171618456467,0.470405752090108
1,0.12,0.367954974113435,0.5185333653846148,0.29169285093993064,0.45482307761753027,0.5403228213049552
1,0.14,0.37498315537928323,0.5285462228714904,0.3393425312787809,0.5026706990702207,0.606490878116427
1,0.16,0.3801817148423502,0.5391683843348376,0.235057106621004,0.5331127139420982,0.5826328253194696
1,0.18,0.3835221317597494,0.5494271433759297,0.13824155305264718,0.5681525260325527,0.5847290140121135
1,0.2,0.38710768214521957,0.5604032462780998,0.1675555088782279,0.5231149609658017,0.5492941934352612
1,0.22,0.3905861034016438,0.5715168716242441,0.24142012691526685,0.5786031332025114,0.626949171330138
1,0.24,0.3951913596708036,0.5837183035654238,0.2067660107675654,0.5633792634591919,0.6001236353490458
1,0.26,0.3999010268429663,0.5951854086562484,0.2356447225374049,0.5749631569237424,0.6213783606462705
1,0.28,0.4037013500878942,0.6085532743257498,0.20607837843949053,0.7549851003438534,0.7826051365800433
1,0.3,0.40799361307257653,0.6252779194685515,0.1709405465334745,0.8757307604829997,0.8922583904370393
1,0.32,0.41163900250134605,0.6433364960593843,0.17633175949318872,0.8585985743705753,0.8765183405480733
1,0.34,0.41395362060514623,0.6607227955278989,0.10326773242707384,0.8284587098807242,0.8348700848262942
1,0.36,0.4159410039467638,0.6768038919018643,0.07906157374713801,0.7432718948652237,0.7474649437531597
1,0.38,-0.4161363241465589,-0.6794712070769031,0.12163790928528541,0.6877068353873805,0.6983813230705851
1,0.4,-0.4131860360210644,-0.6658739775010162,0.15441250330284664,0.6418867231026937,0.660198293296617
1,0.42,-0.40810816008284834,-0.6523436106062276,0.3407804713835634,0.7300245322654211,0.8056470364779793
1,0.44,-0.4009531005575304,-0.637592974129992,0.39962974349129776,0.6996491834650335,0.8057374955940728
1,0.46,-0.3926983616925433,-0.6229626207318275,0.44152576800723664,0.7291696318907857,0.8524279182934613
1,0.48,-0.38289240386456114,-0.6086508483955226,0.533844637990864,0.7692077642922288,0.9363069380064668
1,0.5,-0.37191852733307873,-0.5909128449913166,0.550320266284598,0.8916764084449832,1.0478259458807533
1,0.52,-0.3599858117570995,-0.5741063506987548,0.5775390609058565,0.8263171444788866,1.0081425445500054
1,0.54,-0.34783138274156206,-0.5575820624741893,0.5998788946458133,0.780383922311601,0.9843036901505153
1,0.56,-0.33546320990358813,-0.5432356491864545,0.6829468281092709,0.6547736783707123,0.9461209964437037
1,0.58,-0.3210407816751503,-0.5296384309035729,0.7645447301091631,0.7040567977279724,1.0393385486763493
1,0.6,-0.3065984141590734,-0.5158078989071511,0.6859253664111645,0.6437256493086789,0.9406786485639879
1,0.62,-0.29158989017952575,-0.5030515252424268,0.7420781996388313,0.6539875591238604,0.9891308214124125
1,0.64,-0.2790948013864829,-0.4912895572797,0.5366709405910568,0.5150790150189513,0.7438562295146709
1,0.66,-0.26913155183181275,-0.4812122717591406,0.4487715273903511,0.5253809628009518,0.6909566121471911
1,0.68,-0.2596778901042894,-0.4715084525056486,0.41056935274165457,0.4867509902264703,0.6367838879063685
1,0.7,-0.2508625967174861,-0.46164971191158805,0.45322162974548713,0.5050284877101949,0.6785746967490034
1,0.72,-0.24232400211323027,-0.4517346376699783,0.41203469266560694,0.4939311651213937,0.6432266970813779
1,0.74,-0.23449783055404305,-0.44344035349240335,0.33087993448845987,0.44223507878190826,0.5523163911675337
1,0.76,-0.22822136160060175,-0.4357846651427592,0.3225002342013548,0.35406309816288056,0.4789228315090296
1,0.78,-0.22142544524964228,-0.429259366050115,0.28974314607105167,0.3003262422895511,0.41730916896578363
1,0.8,-0.21556032870508765,-0.4241697135815408,0.276386611335744,0.21632213777356876,0.3509769596662756
1,0.82,-0.2092905422425604,-0.4204060387588324,0.3294482054779649,0.15373746066554922,0.363553746926837
1,0.84,-0.2026242304161296,-0.41755403723791074,0.3230323702587023,0.10829378033675228,0.3407014163377958
1,0.86,-0.19617854330328235,-0.41486346402616564,0.32597635873722275,0.17382011073809053,0.3694238992709873
1,0.88,-0.188702286612356,-0.4126143872547363,0.39330109576120226,0.0357527363064936,0.3949227900240299
1,0.9,-0.1819947044741847,-0.41073912646783,0.2719072925358076,0.1031697430995092,0.2908222337191088
1,0.92,-0.1742627707353326,-0.4074580590794211,0.429943444135786,0.12932299813187997,0.4489719401044568
1,0.94,-0.1669957989822291,-0.4044011810913964,0.2882759212155609,0.21657829211468924,0.36056783462754405
1,0.96,-0.1623661046716731,-0.400327651142084,0.29518043623498896,0.1861305218250863,0.34896426907458206
1,0.98,-0.15660332695462836,-0.39593498331179877,0.289699582580371,0.2422108587195486,0.37761349052821497
1,1.0,-0.1511120795726313,-0.39182041837794196,0.2771592638219745,0.2225455802177674,0.3554487203476777
1,1.02,-0.14579529398339056,-0.38782733781303225,0.25500943963269557,0.1668270896610304,0.304731180135133
1,1.04,-0.14133730243589845,-0.3837527142384759,0.16136414221072798,0.22532892115341138,0.2771488933760413
